sample_id,true_label,pred_label,prob_generated,prob_human,text,word_count
3150,1,0,0.0003906181955244392,0.9996094107627869,"I agree with the statement which is given to me. Because tavelling with the group make me to share more things with different peoplewho wre in the group. Travelling in a group with guide will make me to know the new placs which ihd never visited before. Guide will explain the entire information about the place. Travelling in group make more advantages becuse if the information about a place is not known to the guide I will try to know the information with my colleagues who are in the group. Tour guide will probably have a clear idea of which place is mare important than those of others. If we are having a little time to explore new places in the country it is suitable to take an idea from the tour guide. Travelling in a group makes me more enthusiatic to know the new things. If I had visited the place early I will try to explain the place I had visited. If iwill travell in a group it will keep me away from the lazyness. I will try to know the different cultures that exist in a country and the ideas of different people how they are thinking. Whether they are thinking in a positive manner or in a negative manner. Travelling in agroup makes me more attention and concentration that I had. People with inthe group makes me more enjoyable while travelling. It will release my tensions and problems. The travelling with the group maske me easy to travell because it will not let me know how much time I travelled. I can travellmore long distances with the group.

What is the most important thing you have learned from your travels? I have learnt a lot from my travels. I learnt that the world is a big place and there are so many things to see and do in it. I have also learned that there is no such thing as a perfect place to visit. There is always something to learn and discover.

",337
3219,0,1,0.655577540397644,0.34442248940467834,"The effect of cars in our world today has grown tremendously. As companies create new models of various cars, buyers don't often think twice about how these cars hurt the environment and cause serious global emissions. The production of ""Hybrids"" is the first step to solving this problem. The advantages of limiting car usage can result in a decrease in pollution, a more relaxed personal budget, and a safer community.

Pollution amounts have skyrocketed in the past several years. Due to the increase in the amount of people on the road using motor vehicles, pollution has increased and is becoming more of a threat than ever before. In Vauban, Germany, a new community has been constructed, and contains suburban pioneers that have given up their cars. They are devoted to taking public transit, such as city buses, or even personal vehicles like a bicycle. ""As a result, 70 percent of vaughn's families do not own cars, and 57 percent sold a car to move here."" CarFree Cities, Source 1: In German Suburb, Life Goes On Without Cars. The residents of this community are committed to preserving Earth by limiting their car usage to reduce pollution. Pollution is a harmful matter that can cause negative effects to an area. ""Passenger cars are responsible for 12 percent of greenhouse gas emissions in Europe...and up to 50 percent in some carintensive areas in the United States."" CarFree Cities, Source 1: In German Suburb, Life Goes On Without Cars. When you limit the amount of time you use your car, not only does it reduce pollution, but it also saves you money, now that you are not paying a monthly fee, or taxes on the car, or for gas every month.

In the exquisite community in Vauban, Germany, many of those people have gotten rid of their car, and are now probably saving extremely high amounts of money. Between highway tolls, gas, oil changes, insurance, and the overall monthly payment on a car, these residents are saving so much money because they are not paying for all of these necessities. When they travel, they use public transit, like the city bus, which costs a fraction of what car owners pay. Paris is trying to limit the amount of individual transportation due to the smog in the area, so they made a deal. ""Public transit was free of charge from Friday to Monday, according to the BBC."" Source 2: Paris bans driving due to smog. People taking public transit are saving even more money now. Due to the intense smog in Paris, and the busy streets, a limit was set for the amount of drivers allowed on the road throughout the week. ""On Monday motorists with evennumbered license plates were ordered to leave their cars at home or suffer a 22euro fine 31. The same would apply to oddnumbered plates the following day. Almost 4,000 drivers were fined, according to Reuters...Twentyseven people had their cars impounded for their reaction to the fine."" Source 2: Paris bans driving due to smog. Compared to the amount of money car owners spend, people without a car save a lot more money.

With the reduction of car usage, a safer community will result as well. The amounts of accidents will be substantially lower. With fewer cars on the road, the risks of car crashes greatly decrease. Many accidents result in impatience at the wheel, and careless drivers. ""Congestion was down 60 percent in the capital of France, after fivedays of intensifying smog..."" Source 2: Paris bans driving due to smog. Bogota, Columbia created a day for no car usage and it turned out to be a very big success, spreading across borders and leaving an impression on other countries about how limited car usage positively effects the environment. ""It was the third straight year cars have been banned with only buses and taxis permitted for the Day Without Cars in this capital city of 7 million. The goal is to promote alternative transportation and reduce smog. Violators faced 25 fines."" Source 3: Carfree day is spinning into a big hit in Bogota. Countries across the globe are attempting to limit car usage, and it will begin to greatly help the environments. ""Recent studies suggest that Americans are buying fewer cars, driving less and getting fewer licenses as each year goes by."" Source 4: The End of Car Culture.

The effect of cars today is not a positive thing, except for hybrid cars. Countries are beginning to limit car usage and soon we will see the impact and changes in the enviromments due to car reduction. Clearly, the advantages of limiting car usage result in a decrease in pollution, a more relaxed personal budget, and a safer community.",788
3250,0,1,0.9999544620513916,4.552328755380586e-05,"While the idea of using a Facial Action Coding System in the educational process would certainly be interesting, I do not think it is nearly advanced enough to be able to be used in modern schools. While the technology may be able to find the hidden emotions behind the famous portrait Mona Lisa by Leonardo da Vinci, that does not mean it is in a position to help students learn. Simply put, the Facial Action Coding System does not have the viability, efficacy, or privacy needed in order to supplement learning.

Even if we allowed camera's to scan the faces of students in school, we would not be able to decode their emotions in a speed befiting our educational system today. At the seventh passage, the author states that, ""Your home PC can't handle the complex algorithms used to decode Mona Lisa's smile,"" suggesting that the majority of modern computers do not have the power to actually run the software. The PCs that schools buy are almost never more powerful than the ones bought by consumers for household use, and would thus also not be able to process the data, making the technology rather useless in an educational setting. Even if a school had the funds to buy a computer that could process the data quickly enough to be useful, there are simply too many students for that one computer to process, which would make the entire system useless.

If we were to simply put that first fact aside and instead look at the ability for this technology to assist students in an ideal setting, we still find that students can fake their emotions in order to cheat the system. In the third passage of the artice, the author states, ""Eckman has classified six basic emotions-happiness ... and then associated each with charactersitic movements of the facial muscles,"" meaning that the software associated voluntary or involuntary movements of the face with emotions. The problem with this system is that students can change the look of their face quite easily, and can thus convince the computer to produce desired results, making the system disfunctional. There are quite a few reasons children, especially young ones, would want to make the software not work, including tricking the computer into moving from the original learning program into a more desired one and them simply wanting to see the program fail through their abilities.

The idea of being able to find out the emotions of all of the chidlren in a school on a whim also rises privacy concerns that would need to be addressed before any program including this software would be implemented. The information gathered from students could be used for selfish purposes, as explained in the sixth passage of the article, ""if you smile when a Web ad appears on your screen, a similar ad might follow. But if you frown, the next ad will be different,"" showing that companies have use for this technology to better their businesses. If ad companies managed to get this emotional information from students all across the country, either from the government itself or through illegal actions, they could use that information to make new products and ads that would try to exploit the emotions of children. Because of this and the added concern of giving the information to the government itself, many parents would oppose a system that tracks and records the emotions of children.

Because of the lack of availablity, the potential cheating of the software, and the privacy concerns involved, the Facial Action Coding System is not able to be used in its current state to benefit schools. While this technology could be used in the future to help students, for example students with mental disabilities, it is not able to do so as it is now. It will be interesting to see what this and similar technologies grow to be, for better or for worse.",653
3545,0,1,0.9999793767929077,2.0603016309905797e-05,"Dear School board,

Why does a student's education matter? To me, it is extremely important because it can affect them for their entire life in positive or in negative ways. It could lead them to a job with a seven figure salary, or to work a part-time job at a fast food restaurant making minimum wage. What's also important to me is the learning experience. I believe learning should be fun, interesting, and not stressful for students. That's why I agree with the school board's plan to extend the school day by one and a half hours, because that way, students wouldn't feel rushed and would have more time to learn, teacher will have more time to teach and using new ways, and the school year would be a little shorter.

To begin with, I agree with the school board to extend the school day because students wouldn't feel rushed and they would have more time to learn. Right now, each of our periods are only about 50 minutes, which I think really isn't a lot of time to learn once you start working. If one and a half hours is added to the current school day, we would have at least an hour for each class. This way, the students would have more time to complete projects, assignments, or just have more time to really understand the subject without feeling rushed. I know this because right now, I am working on a project in science class that we only have two class periods to finish, which totals for just about one and a half hours! I am not saying that a little push isn't necessary or beneficial, but the extra time would definitely boost the quality of the student's work at our school without rushing them.

Secondly, I think the school board should increase the school day by one and a half hours because that will let teachers have more time to teach, while using unique ways to do so. With the students having more time to learn, the teachers could potentially also have more time to actually create a better learning experience. Extending the day ensures that teachers would be able to thoroughly explain new concepts and materials, while also teaching using better or more effective methods that wouldn't have been possible because of the shortage of time. For instance, sometimes we have educational scavenger hunts, where the teacher lays the information throughout the campus and we would have to find them. The issue is, we've never been able to finish, not because it wasn't possible to, but because there simply wasn't enough time. Those kinds of educational activities are, in my opinion, very fun, but it's also effective. So if we have more time, I am sure that some teachers would plan and teach more using different ways which are beneficial to both the student and the teacher.

Lastly, the school board's plan to extend one and a half hours to the school day is something I strongly concur with because school will be out earlier in the summer. While I do enjoy school very much, I think summer break is something that everyone looks forward to. The days that are cut down because of the increased time allows students to attend more activities and spend more time together with their families. Even though the students aren't at school, they could still be learning something new on their own. For example, they could be learning how to play an instrument, training for sports, or learning how to speak another language, which are all very helpful for them. Also, the teachers could be attending conferences which let's them collaborate with other teachers on creating newer and more efficient methods to teach, which will help everyone in the long run.

In conclusion, the reasons why I agree with the school board to extend the hours are because students wouldn't feel rushed, teachers would have more time to teach in unique ways, and school will be out sooner in the summer. Although I think there are many more reasons why the school day should be longer, those are the main ones. There are just so many benefits that this extended time would create; possibly having an effect on the entire community. This is not an immense amount of change but it can be a big success, which is why I think you should really consider extending the school hours.

Sincerely,

Generic_Name",741
3548,0,1,0.9999475479125977,5.248288653092459e-05,"I think our character traits are formed by influences beyond our control. Everybody has a different character trait and I believe it is formed by our parents, brothers, or sisters. It is the responsibility of adults to teach their child how to behave and that is usually how their traits are formed. As children begin to go to school, most often they meet other kids and become friends. Friends also have an influence on how traits are formed like for example: Kindness, friendly, honest, and more. The influence mainly comes from parents and are the role models for their children. Our character traits are formed by influences. Many people around the world have different character traits, Everyone is different on the way they behave around others. Therefore they are formed. My character traits are quiet, funny, and calm. These traits for formed because of school and my friends. John Lubock mentions that ""your character will be what you yourself choose to make it."" I think that this quote explains that you are able to choose it by yourself. I disagree and I believe that other humans make our character traits.",190
3662,0,1,0.9827041029930115,0.017295831814408302,"Yes, the use of this technology is very valuable in many ways. The technology can detect how you are feeling, in the passage it tells you that the computer can tell if a human is mad, happy, sad, worried, etc.

This technology can be very useful to techers as well as anyone else. If a student is feeling a lot of emotion and trying to do school work, they will be more focused on what they were feeling instead of the work the teacher has given him/her. It can also help the teacher to know how exactly to act twards a student. For example, if a student is feeling 75% sad they are most likely going to cry. If a student is about to cry and teacher starts yeling at them for not paying attention, because the student isn't feeling like themselves that day its going to trigger the students brain to make them cry.

In conclusion, this tehcnology in my opinion should most defiently be used in schools. Not only to help the teachers out, but for the stundents themelves. I think that if we use this technology it will increase focuse on school work will improve moods, and increase better grades and testing scores.",206
3665,0,1,0.9998987913131714,0.0001012040302157402,"Emotions and being able to recognize them when they occur have a lot to do with our human ability to learn and pick up information. if perhaps, one is feeling confused, it would be much harder for them to be able to retain information being thrown at them. we see this a lot in the educational environment. At school, students must be attentive and ready to learn before they are actually able to start the process of learning. This goes hand-in-hand with the idea that schools, as well as the education system shoud pay more attention to students' emotions towards subjects, contrasting enthusiasm to pick up a new idea with boredom followed by inability to focus. This being said, the new software being used to detect emotion from facial expressions could be a rather helpful tool in the everyday classroom for years to come.

Every student has a different set of feelings, all are complex creatures with opinions on subjects that could differentiate them from one another. Some are better at learning subjects they are more interested in while others have the ability to devote time into learning any subject that school has to throw at them. The point remaining is that none are the same and so, teaching methods for students should become more indivualized to fit each students unique learning style and ability. It is possible that the computerized Facial Action Coding System could aid in the process of making these learning styles more fit for each student rather than just having them for the masses. ""A classroom computer could recognize when a student is becoming confused or bored,' Dr. Huang predicts, 'then it could modify the lesson, like an effective human instructor."" Having a computer monitor to read emotions from facial expressions could display to teachers how each student reacts to the information that they are learning, allowing teachers to make adjustmants in their teaching styles where they see fit. This could give students the ability to learn more effectively for their feelings towards subjects as they are personalized based on reaction as they continue.

The Facial Acting Coding System is a very complex process consisting not only of computer scientists but also of a team of psychologists using expertise to read peoples' emotions through their faces, using scientific evidence along the way. This could mean that, while it is a newer system, it is a well-proven one, making the classroom a good place to continue perfecting it. ""The facial expression for each emotion are universal,' observes Dr. Huang, 'even though individuals ofren show varying degrees of expression' (like not smiling as broadly). Using video imagery, the new emotion-recognition software tracks these facial movements- in a real face or in the painted face of Monda Lisa. By weighting the different units, the software can even identify mixed emotions (as in Davinci's masterpiece). Each expression is compared against a neutral face (showing no emotion)."" This line from the informative piece displays the process of determining emotions through computer technologies. It shows that it is well-tested and understood by its administrators as well as those in support of it, gaining it credibility as a method tested and used. this means that, while it is a newer technology, it could be used in the classrooms to continue to perfect the software by gaining more facial expressions from students, making it even more effective for its participants.

While the software detecting facial expressions is a good idea for countless reasons, it also has a few downfalls. One disadvantage of this technology could be its lack of other uses besides reading emotions of students as far as classrooms go. Some may argue that installation of this likely pricey software would not be worth the pay or the hassle of overall installation. To this, one could argue that allowing students to have a more personalized appraoch to learning should be enough to convince those against it that it is worthwhile. Students being able to learn in an environment as well as manner specifically tailored to their indivual learning abilities and styles will benefit us as a society not only in the future, as today's current students become tomorrow's important business officials and doctors, but also currently, as these students will have less stress devoted to worrying about trying to learn something they are disinterested in or simply don't understand. Altogether, the good outweigh the bad in this current argument.

Computerized sytems used to understand and display human emotions do belong in today's classroom. The benefits of this approach are numerous for both teachers and students being effected as well as for the future when these students are more outspoken, functioning members of society. This can be displayed that, not only would these systems help students to become more able and excited to learn in their own way, but it would also allow teachers to more effectively complete their jobs by editing approaches to learning to fit each student's individual syle and ability. It is also a well-understood and well backed-up process with scientific study allowing direct research to show its credibiltiy. Having students using this technologuy could also allow for the technology to become more credible as more emotions of individuals are entered into the technology. Finally, the price of these systems would not matter in the long-run as this would be money invested into the future of society as these students grow with a solid, quality education. Altogether, the good outweigh all the downfalls in this experiment and it should be introduced into classrooms in the following years to improve the quality of education.",932
3795,0,1,0.999686598777771,0.00031340334680862725,"As time progresses, technology becomes even more of an evident and essential apart of our everyday lives. Society is moving toward an almost completely digital lifestyles, causing the youth to become even more involved in phones, computers, and etc. Although this ongoing innovation is an improvement, it also has made its case as a potential hazard to today's generation. Specifically, when combining the machinery of vehicles, which are capable of killing passengers at personality of cellphones, the result is fatal disaster. Basically, while cellphones are helpful technology, drivers should rarely or never use them when operating any vehicle.

Primarily, as the number of people using cell phones while driving will also increase on streets and highways. At the same time rate, drivers still talk on cell phones and send text messages while driving. They will also engaging in other activities apart from driving. For example, drives will text when driving, and they will dial numbers. Drivers will also receive calls and talk on their devices for long periods of time. Again, driving demands your full attention, and your concentration which is taken away when talking on the phone. However, it means that the driver has to divert his attention to the conversation, which leads to less concentration on the road. All in all, one can connect accidents and cell phone usage while driving to this very diversion of attention.

Furthermore, drivers who use cell phones while driving are also highly dangerous to pedestrians. A young woman killed a pedestrian on a bicycle while she was texting on her phone. She may not have intended to end that person's life, but she made the poor decision to drive and text which she has to live with for the rest of her life. People use their cell phones for just about everything such as: texting, talking, schedule planning, internet surfing, etc. Sometimes we can even do two or more of these things at the same time. Ad a society, we have become so focused on how much we can do at one time that we are willing to risk our personal safety as well as the safety of others because we can't put down our cell phones. This puts both drivers and even pedestrians in harm's way.

Overall, it's obvious",378
3850,0,1,0.9999445676803589,5.537352990359068e-05,"land of the free, the brave, and millions of proud citizens who live in a country that prides itself on its preservation of human rights and everything else that makes up a proper society. However, in order to remain a fair republic that truly takes into account the opinions of all citizens, we must make one major change. The flawed Electoral College must be abolished and replaced with election by popular vote in order to ensure the well being of our country.

Proponents of the Electoral College would gasp in horror at this suggestion, arguing that their systematic method is virtually foolproof. Nevertheless, with a voting method as complicated as the Electoral College, the room for error is far too great. Just look at what happened in 1960, when racist legislators tried to replace the democratic electors chosen by popular vote in order to sabotage John F. Kennedy's chances. Then yet another electoral disaster occurred in 2000. Both of these events could very easily happen again and the consequences of such mistakes are unfathomable. History has been proven to repeat itself, and this is no exception. Who's to say that electors won't just ignore the wishes of voters or that legislators won't manipulate the system? When it comes to choosing our leader, whose actions will ultimately decide whether or not America will continue to survive and thrive, it would be a huge mistake to leave this responsibility to one group of individuals. After all, nobody is perfect.

Furthermore, advocates of the Electoral College make a major fallacy when they claim that voters in swing states are more informed on election information, therefore it's good that the electoral system causes candidates to only focus on them. Just consider the fact that by completely ignoring all of the other states, campaigners are ignoring millions of individuals who deserve to have a say in who will be in charge. Through this one argument, advocates are essentially assuming anyone who doesn't live in a swing state doesn't care about the election as much and therefore they shouldn't have a say in the matter. This is simply not true. In fact, these advocates fail to acknowledge that if voters in other states are not as educated or interested, it is a consequence of the Electoral College. While politicians are focusing all of their time and effort on the thoughtful voters, other citizens don't get the information they need from seeing campaigns and meeting candidates. They are deprived of the opportunity to make an educated decision like swing voters and that is a fault of the college, not the voters themselves.

The problems with the Electoral College only go on. If a tie were to occur, the election would be determined by members of the House of Representatives, who do an even poorer job of representing the people considering each state casts only one vote. Also, due to the fact that the Electoral College mainly operates with the winnertakeall rule, it is easy for individuals in Democratic or Republican states to feel as if their vote doesn't matter.

It is also important to note that at the end of the day, election by popular vote accomplishes the goal of reflecting the opinion of the public far better than election by Electoral College. The popular vote is a clear statement of voters' opinions and is virtually unable to be tampered with. On the other hand, the Electoral College only complicates the situation by introducing a middle man who is prone to bribery and mistakes. Why should we allow candidates to win because of the electoral vote if they do not recieve the overall approval of the public? Compare the opinions of 538 electors to the opinions of hundreds of millions of voters. Evidently, the opinions of all these voters cannot be properly represented by these 538 electors. It's just impossible both logistically and logically.

For all of these reasons, I urge you to change the system to election by popular vote. It is without a doubt the only way this country can continue to be the great nation that it is for centuries to come.",688
3913,0,1,0.9999532699584961,4.673581861425191e-05,"Introduction

As we all know today, the majority of humans own and operate cell phones on a daily basis.

I will explain if drivers should or should not be able to use cell phones in any capacity while operating a vehicle.

Primarily, I believe that drivers should not be able to use cell phones in any capacity while operating a vehicle but then there are always extenuating circumstances and we will cover both why I believe that drivers should not be able to use cell phones in any capacity while operating a vehicle and the extenuating circumstances that may arise.

For instance, let us look at my home State of Georgia.

According to the Department of Driver Services, ""Drives are allowed to use hands free devices (specific ones) and voice to text with hands free devices and allowed to use permanent mounted GPS, Drivers are allowed to make emergency calls and report hazardous road conditions"" (Source:

dds. georgia. gov).

Further according to DDS Commissioner, Spencer R. Moore, ""Georgia law currently prohibits all drivers, regardless of age, from using a wireless telecommunications devise to engage in writing, sending, or reading any text-based communication.

Teen drivers under the age of 18 who possess either a learner's permit or a provisional license are prohibited from using a wireless telecommunications device for any reason, including voice communication, except in cases of emergency or if the care was lawfully parked"" (p. 1)

These laws were enacted because distracted drivers claim lives and injuries.

I am an 18-year old driver and I have the mindset of an 18-year old so speaking for myself, I do not use a cell phone in any capacity while driving not even my navigation system.

Similarly to adjusting my mirrors and my car seat, I set up my navigation device prior to starting the ignition.

To me, personally, it is far more important to me to arrive alive and to not harm others than to have the conveniences of a cell phone while driving.

Conclusion

In conclusion, primarily, I believe that drivers should not be able to use cell phones in any capacity while operating a vehicle but then there are always extenuating circumstances and I have covered both why I believe that drivers should not be able to use cell phones in any capacity while operating a vehicle and the extenuating circumstances that may arise.

References

Source:

(www. dds. georgia. gov)

Moore, Spencer, (2017).

Georgia Department of Driver Services (DDS) Commissioner Spencer R Moore addresses State Distracted Driving Study, Georgia, p. 1.

Cell Phone Usage While Driving 3 | Page",430
3950,0,1,0.9894236922264099,0.010576380416750908,"The imagination is a trait of the human with a fundamental function, this is due to the fact that imagination is one of the most important bases of knowledge, also the imagination is the inspiration of everything, therefore without imagination the human will not have knowledge.

The imagination is a fundamental function to every aspect of daily life. Could be job,family,school etc, every time the human is using his imagination to think about the steps it needs to perform activities, and the knowledge and skills it will use to complete a specific task. The imagination is a very important skill for life that the human uses for evolve, therefore the imagination is the reason why the humans had evolving for years and it has adopted to different circumstances of the daily life.

The imagination is always the first step of everything ideas,tasks,decisions everything, the imagination will always be the first model of every idea. To give a image every time when the human creates a object to complete a respective task is using his imagination to think about what people needs and how that object will complete the specific task to help somebody. Every idea it comes from the imagination, and then the human perform his skills and knowledge to create the idea.

Without the imagination the human will not have knowledge. The base of the knowledge is the imagination, the the imagination is the ability to the think the knowledge is all the different ideas that we think to perform any activity that the human want to perform. To give a image it will be useless if a human has skills in math,science,

etc, but it can use his respective skills to perform in a idea or task. Basically the imagination is the base of the creation.

The imagination is a fundamental skill for the daily life. That the humans uses it for his respective life for job,

school,family,etc. Is the ability to think and create ideas.                                            ",328
3969,0,1,0.9999678134918213,3.218551864847541e-05,"Phones & driving

The popularity of mobile devices has had some unintended and sometimes deadly consequences. An alarming number of traffic accidents are linked to driving while distracted, including use of mobile devices while driving, resulting in injury and loss of life. The most recent national statistics are sobering. 3,166 people were killed by distracted driving in 2017 alone, 8.5 percent of total fatalities for the year.

Approximately nine people are killed and more than 1,000 injured daily in the United States in incidents reported as involving a distracted driver. During daylight hours across America, approximately 481,000 drivers are using cell phones while driving. Teens were the largest age group reported as distracted at the time of fatal crashes. Texting while driving and other cell phone use while driving facts and statistics show that this multitasking behind the wheel is becoming a life-threatening norm. Talking or texting while driving or checking or sending social media posts takes eyes and brains off the task of driving.

While texting while driving certainly doesn't always lead to a fatality, there are a wealth of statistics that show that texting and driving is directly connected to traffic deaths. The National Safety Council reports that cell phone use leads to 1.6 million crashes on a yearly basis while texting while driving is six times more likely to cause a crash than drunk driving is. One out of every four traffic crashes that occur in the U.S. are spurred by cell phone usage, and furthermore, each day, 11 teens die as a result of texting and driving, which is a downright astounding number. Over 3,000 teens and young drivers die yearly due to texting while driving.

Almost every state has laws strictly prohibiting texting while driving, and those who don't often consider it a distracted driving offense. States that once allowed texting while driving have since cracked down on distracted driving. Many states also prohibit talking on the phone while driving unless you are using a hands-free device. If you are a commercial driver, the Federal Motor Carrier Safety Administration (FMCSA) prohibits all commercial drivers from using hand-held mobile devices.

Distracted driving consists of driving while distracted in any manner. While cell phone use is often a part of it, distracted driving also encompasses many other activities, including eating, reading, drinking, talking to other passengers, looking around, adjusting location devices, adjusting the radio or any other activity that takes the driver's attention away from the task of driving. While any of these activities may be involved, texting while driving is usually considered the most serious type of distracted driving because it causes the most types of distraction.",441
4097,0,1,0.999620795249939,0.00037917576264590025,"I agree with this idea and I think it's a good idea for me to choose a career at a young age because it's a good way to start to study. If I choose a career at a young age it's good for me because if I don't know about the career then that time teacher can help me and it's easy for me to study when I am in college. At the young age, if I choose the specific career it's good for me in feature and it's important for me.

Yes, it's a good idea for me because if I choose the career at the young age it's easy for me to study when I am taking a career course. It's easy for me to taking a career course because I already learn when I was young. It is important for me if I choose a career at the young age because when I am taking a career when the teacher ask me the question that time I can easily give them the answer. If I do the really good about a career course then one time i'll get success in my life.

It's important for me because if I finish about a career course i'll get a job or i'll do the business. If I do the really good about a career course what I choose one day i'll get success in my life. If I get success in my life i'll be so happy and also my family will be happy.

In Conclusion, if I choose a career at a young age it's good for me and when I'm taking the career course it's easy to take it. One day i'll be success in my life and i'll be so happy and my family and we will stay happy.",303
4166,0,1,0.9999719858169556,2.8031574402120896e-05,"Why is is beneficial to have limited car usage? This is a question that has several answers varying from personal health, to economic gain, to environmental gain. Though the car has been the symbol of the modern age, there seem to be few downsides to limiting the usage of these transportation units.

Cars have given mankind the ability to cross great distances in a short amount of time, allowing face to face communication, fast trade between companies and nations, and access to medical and personal care otherwise out of reach. However, the car has also caused lack of mobility, cutting back on people's exercise as they no longer have to walk very far to get from point A to point B, the overwhelming responsibility and cost of owning a car has also put a mental strain on people, causing needless stress. Of course there are places to go and things to do that require traveling large distances, and no one could be a expected to walk from New York to L.A., so car usage should not be utterly removed, but rather restricted.

So how do people properly regulate their car usage? Several different governments and cities have debated this, trying different tactics and having varied results. As shown in Elisabeth Rosenthal's essay, ""In German Suburbs, Life Goes On Without Cars"" , we are shown the result of a community where 70% of the people do not own cars, but with no less activity than their counterparts in cities weighed down by cars. There seem to be several advantages in this city without cars, one being that people seem to be happier. Heidun Walter, a media trainer with two children informed Rosenthal, ""When I had a car I was always tense. I'm much happier this way,"", the lack of cars seems to reduce stress, without restricting life.

So perhaps this is not enough reason for some to limit their usage of the car, alright, there are many more reasons why this is beneficial. One that is quite familiar to all is the issue of greenhouse gas emissions. The majority of cars produce greenhouse gas emissions, polluting the environment and quickening the death of the planet, Rosenthal's essay "" In German Suburbs, Life Goes On Without Cars, "", we are told clearly that, ""Passenger cars are responsible for 12 percent of greenhouse gass emissions in Europe... and up to 50 percent in some carintensive areas in the United States. "" This may seem like very little, but with the amount of cars in the world, these numbers add up to staggering damage to the environment. Robert Duffer wrote an essay telling of these harmful effects in a shocking way: "" "". This city had so much pollution that they had to ban the use of cars, ""Paris had 147 micrograms of particulate matter PM per cubic meter compared with 114 in Brussels and 79.7 in London,"". This pollution is not only in France, but across the globe, it is only a matter of time before it destroys the ecosystems on Earth, and cars are one of the biggest contributers to this destruction, coming in second only to power plants.

One Colombian city chose not to wait until such things happened, instead choosing to promote limited car usage in a more peacful manner, as described by Andrew Selsky's essay, "" Carfree day is spinning into a big hit in Bogota "". This city of 7 million people started a program that chooses one day a year to bann all car usage with the exception of buses and taxis, fining violators with 25. One main benefit has come out of this: People are more active phisically and therefore have less stress. Selsky's essay can be quoted saying, "" millions of Colombians hiked, biked, skated, or took buses to work during a carfree day yesterday,"". The benefits of more physical movement are obvious, but one is not so obvious: It lowers stress. A businessman by the name of Carlos Arturo Plaza said, ""It is a good opportunity to take away stress and lower air pollution"". If a simple day can cause such drastic changes in the environment, peoples health, and lower stress, why not go ahead and do it?

In summary, while cars help us get from point A to point B quickly, and are very useful when traveling over great distance, they also cause great harm. A simple cut back on using cars would allow the air pollution to be reduced drastically, promote physical movement and personal health, and help productivity and creativity by reducing stress.",762
4314,0,1,0.9998853206634521,0.00011462209658930078,"Computers are becoming more similar to humans over time, as new technologies are developed. One such technology allows a computer to recognize a person's emotions based on the movement of muscles in their face. Some say this technology can be used in the classroom to slow down a lesson for a confused student, or make it more interesting for a bored one. However, the truth is that while this technology certainly has its merits, it may not be reliable in the classroom because it cannot accurately determine a person's emotions, understand their cause, or properly respond to them.

Although fairly accurate at times, this software that detects emotions may not be always accurate. For example, according to the article ""Making Mona Lisa Smile"", the software calculates that the woman in the famous painting ""Mona Lisa"" is ""2 percent angry."" This is likely untrue, and Leonardo da Vinci probably never intended this. She does not appear angry, and if anything, da Vinci simply could not recognize facial expressions well enough to accurately depict the emotions that he intended the subject of the painting to have. Additionally, the article states that there are six basic emotions the software can detect: happiness, sadness, anger, fear, disgust, and surprise. These emotions are useful, but this also means the computer cannot detect emotions like guilt and confusion. These are very important emotions in the classroom, and the computer must be able to detect if a student cheats on a test or does not understand a concept. The software is very limited in detecting emotions, and this could lead to adverse consequenses.

Sometimes, not only are a person's emotions unclear, but the cause of a person's emotions may not be obvious given the current context, because people often live in the past. A student may appear to be confused, but only because the student does not understand a joke they heard before the lesson. The article says that the computer could recognize this confusion and modify the lesson, despite the fact that the student's confusion has nothing to do with the lesson in the first place. Also, if a student does not understand a certain part of the lesson material, the computer will not be able to detect the exact part; the student will be confused no matter what part it is. The computer will be forced to explain and clarify everything, when the student may only need a small part clarified. In a similar way, the student may still not understand the material afterwards, but the computer cannot ask the student why this is so, because it only detects the student's confusion.

While detecting emotions and their causes are important in the classroom, the most important thing is responding to them appropriately. For example, if a student is feeling sad, this will likely affect their retention of the material being taught. However, the computer likely cannot alleviate or eradicate this sadness, because it is most likely caused by an outside source. The computer may try to comfort the student, but the student will know that the computer does not actually feel any emotions and will not be comforted whatsoever. Additionally, the student may feel bored, but the computer may not be able to change this if the student feels that the material being taught is boring, because the computer has no choice but to teach this material to the student. As a result, even if the computer can detect a student's emotions, it may not be able to do much about them.

No matter how useful this emotion-reading software is, it should not be used in the classroom. It may falsely detect an emotion and change the lesson when unnecessary. It could also assume the wrong cause for an emotion, leading it to make a lesson longer or more thorough when the student understands it already. Additionally, the computer may detect emotions well, but it may not be able to fix them or change them, making the software pointless. Technology may have great benefits, but detecting emotions in the classroom is not one of them.",680
